date,n1,n2,n3,n4,n5
2026/01/20,16,19,23,25,34
2026/01/19,12,16,23,24,29
2026/01/17,02,10,11,24,37
2026/01/16,18,19,22,27,29
2026/01/15,01,02,03,19,36
2026/01/14,08,13,16,21,34
2026/01/13,05,06,19,25,32
2026/01/12,02,13,24,25,36
2026/01/10,04,11,18,22,33
2026/01/09,07,15,28,31,39
